P,1545106956,1545116079,98,-504
BEVQ,1545112250,1545116174,66,-857
UCKI,1545116102,1545117071,76,-290
E,1545110825,1545117517,51,-771
SK,1545112484,1545118231,72,630
IDCM,1545109875,1545119224,73,-720
ICO,1545117492,1545119608,2,-343
KWYR,1545111099,1545120504,86,-462
PPGY,1545113308,1545121104,84,-257
IDT,1545117276,1545121276,80,-397
Z,1545120706,1545121520,82,-896
NZIY,1545119765,1545121670,17,-446
UFL,1545115228,1545121830,52,622
P,1545121665,1545122516,44,-984
FBRY,1545114985,1545123022,25,-213
O,1545116675,1545123956,35,229
IJCW,1545123254,1545124549,43,-91
HPAB,1545120979,1545124851,96,-226
JV,1545117850,1545125556,59,96
A,1545123884,1545126495,4,519
DS,1545116968,1545126582,79,32
AKQ,1545118646,1545127022,43,385
YVD,1545119042,1545127444,55,-42
VR,1545125175,1545127475,7,591
GLW,1545126519,1545127773,6,622
IM,1545126352,1545128508,69,667
VWA,1545122254,1545129181,59,-799
HAN,1545126489,1545129813,91,-449
MJZ,1545120713,1545130278,27,-238
PRT,1545128989,1545131143,11,-158
UO,1545129878,1545131852,24,-99
OYCS,1545123712,1545132813,98,-127
A,1545131617,1545133038,60,-454
X,1545131270,1545133767,46,535
BT,1545131304,1545134465,79,-559
S,1545126221,1545134807,67,-927
J,1545134261,1545135327,28,-391
GCON,1545131275,1545135803,14,770
QB,1545133057,1545136525,48,664
HSY,1545133254,1545136847,99,-903
B,1545129855,1545137462,34,852
OHI,1545133760,1545137855,2,213
OHCM,1545135558,1545137957,94,-555
K,1545129399,1545138075,29,126
ZYNR,1545137252,1545138351,57,-964
M,1545130315,1545138703,95,742
AADU,1545131036,1545139685,62,983
GTL,1545132789,1545140444,35,-50
PVUO,1545136173,1545140510,53,-977
RCF,1545137012,1545140992,26,817
MZW,1545140778,1545141447,43,-615
GZKO,1545140042,1545141953,32,-694
U,1545137969,1545142507,15,-829
BV,1545136560,1545142744,95,249
EH,1545137906,1545143097,81,-506
F,1545138171,1545143939,56,-257
ADQ,1545139050,1545144893,5,280
V,1545141463,1545145809,43,-554
G,1545141950,1545146377,20,994
TGD,1545144131,1545146989,45,-757
M,1545143442,1545147852,63,488
ZPM,1545146293,1545148788,19,-194
YL,1545143384,1545149717,95,724
DS,1545146620,1545150687,51,-961
I,1545149595,1545151490,73,65
KLAT,1545149163,1545152400,82,-29
TVQ,1545151662,1545152957,44,926
B,1545143926,1545153470,30,525
XVYT,1545151623,1545154136,3,-405
UTV,1545150154,1545155070,33,-53
D,1545147495,1545155276,43,-706
DDL,1545148878,1545155950,10,-704
K,1545152267,1545156562,70,-547
O,1545155390,1545157361,98,-131
BF,1545156339,1545157377,74,780
LSH,1545156292,1545157928,44,-260
GY,1545148442,1545158346,35,389
B,1545152103,1545159124,29,-285
X,1545151357,1545159929,16,590
AUI,1545154629,1545160166,80,858
WQNV,1545155866,1545160903,89,-74
P,1545160675,1545161005,54,679
ON,1545158806,1545161515,72,-27
YBUL,1545161303,1545162136,1,-488
PMFD,1545153149,1545162233,63,362
VLLE,1545152901,1545162391,95,-254
OL,1545159744,1545163389,51,-987
BMX,1545163387,1545164304,88,839
ZFV,1545163399,1545165049,45,-391
EFK,1545164282,1545165583,67,-507
EWZ,1545160230,1545165736,54,-322
S,1545157828,1545166565,22,-483
TE,1545165886,1545166718,17,538
NPT,1545159225,1545166863,72,125
ETOZ,1545165388,1545167393,9,-223
MCFH,1545163731,1545168325,33,-124
P,1545165546,1545168353,70,-45
V,1545160581,1545168800,17,482
TPIY,1545160097,1545168841,62,-394
F,1545169494,1545169503,68,-501
QXSP,1545166175,1545170274,11,226
WPSQ,1545166555,1545171227,16,-9
K,1545166112,1545171596,78,177
VDH,1545168669,1545172468,68,704
EMLV,1545166831,1545172791,97,-65
HA,1545167683,1545173446,78,347
DJ,1545166580,1545174377,8,-318
LOH,1545173245,1545174995,9,-775
A,1545169298,1545175975,67,-184
PC,1545175512,1545176467,4,431
ALKE,1545173605,1545176749,82,284
QA,1545172611,1545176923,64,-959
PTMI,1545170426,1545177299,48,-372
AWR,1545173159,1545177888,44,380
MQGS,1545175689,1545178585,57,777
ME,1545170002,1545179241,57,485
M,1545174391,1545179801,7,663
KIJ,1545170896,1545180418,43,135
S,1545175235,1545180605,7,-194
TP,1545179023,1545180898,36,-987
LXIO,1545174340,1545180917,35,494
XH,1545174504,1545181910,93,-970
DONX,1545173550,1545182160,89,842
TXTU,1545176762,1545182995,65,-169
PSV,1545183233,1545183632,87,932
B,1545181591,1545183792,17,-397
RBKC,1545178599,1545184260,56,214
IM,1545183204,1545185162,32,374
DYV,1545185905,1545186038,42,-99
UWSE,1545179947,1545186364,15,-493
YKC,1545181642,1545187033,94,-555
MS,1545180135,1545188012,38,931
G,1545183086,1545188784,64,362
GEOW,1545186491,1545189468,29,683
QMO,1545187043,1545190107,96,20
BEFH,1545184509,1545190731,42,-14
PKNE,1545190530,1545191249,91,100
PWK,1545185935,1545192178,34,-780
R,1545184124,1545192292,35,406
WJ,1545188839,1545192598,73,603
X,1545189087,1545192626,31,-987
Z,1545187209,1545192989,43,-371
YXKT,1545189662,1545193346,88,21
YUD,1545187517,1545194046,9,-966
V,1545184535,1545194106,18,483
MA,1545185377,1545194928,26,-245
ZRGV,1545186315,1545195176,62,410
WTU,1545187687,1545195340,91,-123
GSUH,1545193764,1545195691,3,-527
T,1545187127,1545196437,84,-525
DW,1545194203,1545197090,72,-835
MCZ,1545195400,1545197161,56,749
KMJ,1545194368,1545197569,6,426
XFET,1545190530,1545198040,18,-832
HPK,1545191546,1545198975,65,432
JHY,1545190530,1545199842,94,999
MWTS,1545199588,1545200733,3,892
SF,1545200021,1545201692,53,955
QC,1545200675,1545202680,4,-700
U,1545201321,1545202711,31,224
VJ,1545196202,1545203706,75,873
HFG,1545198214,1545204616,1,429
YPH,1545202403,1545204756,56,-24
VZ,1545202051,1545205049,11,531
BRSU,1545203189,1545205353,21,458
E,1545199014,1545206088,50,646
NXJ,1545200630,1545206816,33,457
JCLZ,1545203376,1545206957,9,-101
AD,1545205634,1545207276,82,-765
UJ,1545201676,1545208029,55,507
C,1545208448,1545208760,55,894
LUD,1545204063,1545209538,3,249
KFW,1545208321,1545209741,18,-244
PKZW,1545201194,1545210262,83,-806
AFSW,1545209034,1545211197,66,456
TXC,1545207370,1545211337,9,30
ZVZZ,1545209834,1545211436,74,-553
DDL,1545211416,1545212133,38,525
V,1545209414,1545212726,46,377
K,1545203056,1545212903,44,973
IDJJ,1545205758,1545213749,45,-3
VA,1545210530,1545214264,82,203
AKMJ,1545210021,1545214645,51,-870
GY,1545210714,1545214688,95,546
G,1545209881,1545215137,8,-31
MBM,1545208168,1545215741,96,789
VU,1545206344,1545215896,10,644
KTOZ,1545209094,1545216196,25,120
C,1545213986,1545216519,78,873
NE,1545208457,1545216650,39,-946
N,1545217138,1545217429,67,105
ZPDG,1545210492,1545217749,96,674
JY,1545214464,1545218506,92,-133
DY,1545215294,1545218932,69,-296
ROUB,1545217751,1545219264,40,365
BABI,1545211999,1545219460,14,-492
TXT,1545216607,1545220244,94,-793
T,1545217502,1545220370,55,158
Q,1545213493,1545220944,41,0
A,1545218568,1545221863,35,-469
T,1545221333,1545222630,5,332
VN,1545216922,1545223258,98,-115
T,1545217944,1545223832,71,-385
VBM,1545219603,1545224225,82,-910
D,1545216184,1545224364,11,920
CVR,1545217525,1545224951,89,-300
JCTJ,1545221817,1545225818,87,-99
WG,1545223248,1545226473,28,291
YC,1545223953,1545226965,11,66
J,1545227607,1545227950,11,-550
EEEO,1545223313,1545228407,30,442
VA,1545229162,1545229356,9,759
QZGT,1545222859,1545230241,63,-495
T,1545223239,1545230415,26,91
M,1545228623,1545230486,18,-429
UFG,1545224173,1545231324,58,-715
O,1545225461,1545231877,67,-177
FGWS,1545231240,1545232234,15,573
HPXR,1545230453,1545232869,40,550
PR,1545226963,1545233623,85,-293
HRU,1545226151,1545233891,55,210
Z,1545230812,1545234162,2,338
W,1545229973,1545234396,93,-842
CGY,1545233959,1545234640,23,40
ZWZ,1545229037,1545234714,47,466
LXOM,1545227641,1545235543,40,-176
Y,1545227065,1545235715,23,-2
S,1545235633,1545236494,7,88
HINY,1545235670,1545236516,48,922
HOV,1545233677,1545236709,32,-85
WT,1545232971,1545237395,33,64
SPUJ,1545235092,1545238095,82,241
CBC,1545229217,1545238575,60,-258
OC,1545236753,1545238944,44,94
R,1545239071,1545239102,68,-883
RFVF,1545239223,1545240092,51,-690
O,1545235884,1545240618,94,565
YIXV,1545235998,1545241348,69,862
LMPM,1545239189,1545241826,44,13
FHK,1545237094,1545241912,11,-384
B,1545234245,1545242886,77,839
GF,1545235935,1545243568,27,466
H,1545236302,1545244181,67,658
HJBK,1545234244,1545244188,82,519
PP,1545239739,1545245022,51,431
VIQE,1545240328,1545245916,18,-844
ZBJE,1545236649,1545246424,21,893
HUFQ,1545240047,1545247086,3,-378
XFB,1545245414,1545248052,95,-294
YKF,1545242776,1545248742,61,990
M,1545242217,1545248834,35,-229
VXW,1545245718,1545249279,6,721
W,1545243494,1545249403,20,-958
VRII,1545244200,1545250039,72,-977
ICCC,1545240613,1545250342,51,662
MQAR,1545245203,1545250912,16,-5
IUNB,1545241771,1545251209,18,-790
ICS,1545245775,1545252055,81,145
Y,1545245860,1545252361,16,469
VNPN,1545252028,1545252736,93,-433
KSUS,1545244080,1545252842,60,-708
TJCA,1545251429,1545252961,52,-141
CXVT,1545251821,1545253835,56,-16
R,1545249876,1545254015,9,-198
C,1545246365,1545254023,15,280
BRL,1545246557,1545254676,77,-947
SJ,1545248827,1545255175,87,831
K,1545252189,1545255596,4,-129
S,1545255191,1545256289,39,538
PTS,1545255453,1545256393,67,-90
EZCP,1545247523,1545257354,53,-878
SFP,1545250409,1545257695,96,207
QBMO,1545254211,1545258002,49,699
AOI,1545254934,1545258241,64,-540
W,1545255246,1545259080,65,801
C,1545256203,1545259978,38,-714
A,1545259107,1545260537,32,-195
FBVX,1545260052,1545261053,81,-316
MT,1545257965,1545261745,43,-161
C,1545255874,1545262059,54,-69
LJK,1545258294,1545262832,44,194
OY,1545260099,1545263410,63,64
I,1545260868,1545264373,82,-670
P,1545263934,1545264537,9,-537
Z,1545259464,1545264676,30,-381
PJLN,1545255572,1545265137,23,414
EAP,1545257025,1545265416,91,772
CYS,1545258476,1545265521,72,235
MCIT,1545261044,1545265706,28,333
B,1545260462,1545266048,26,925
YNNM,1545261005,1545266302,31,357
LG,1545264996,1545266554,13,-136
QY,1545266187,1545267175,92,-365
NITS,1545262916,1545267299,93,1
A,1545264369,1545267758,47,-617
NZPM,1545265990,1545268431,63,-295
LBI,1545262384,1545269333,27,356
QZWZ,1545264760,1545270082,24,537
DC,1545265271,1545271031,29,-412
DN,1545265719,1545271117,95,-459
R,1545265767,1545272020,76,222
SA,1545272347,1545272935,12,-845
SE,1545267699,1545272943,77,218
Q,1545265576,1545273869,25,-286
O,1545272410,1545274461,17,-822
W,1545274844,1545275344,18,548
DK,1545272631,1545275477,36,40
BD,1545266410,1545275754,66,-782
O,1545272274,1545276445,16,-352
PIA,1545268866,1545276870,68,747
YTPU,1545274210,1545277127,60,249
KJ,1545273220,1545277825,67,-582
BUW,1545269867,1545278690,34,125
V,1545277776,1545279413,26,380
O,1545278693,1545280405,14,-377
B,1545280086,1545280580,84,371
NSG,1545276958,1545280663,30,-434
M,1545274682,1545281504,73,-441
P,1545279690,1545282320,45,-154
Y,1545282367,1545283128,59,-973
GI,1545277939,1545283389,98,461
YYZ,1545281947,1545283475,29,339
PW,1545277923,1545284124,98,-535
FOK,1545278820,1545284618,6,-390
DLP,1545280384,1545284659,97,-61
XMH,1545278162,1545285388,71,-738
TZHZ,1545280923,1545285486,82,-988
ULQ,1545282210,1545286024,57,569
WI,1545282797,1545286712,7,-572
VW,1545284133,1545286908,22,641
WIL,1545286953,1545287136,29,89
DH,1545282274,1545287969,52,-192
BWA,1545283959,1545288332,16,46
UYIE,1545280590,1545288524,97,34
S,1545288556,1545288637,28,-733
K,1545285677,1545289286,76,797
XVYT,1545284671,1545289737,89,-109
C,1545288133,1545289817,28,-264
YER,1545282164,1545290785,17,-968
WFE,1545288715,1545291036,54,-505
XH,1545288458,1545291439,70,513
WQ,1545284203,1545291659,16,529
D,1545284046,1545292131,62,-451
LMN,1545287560,1545292987,71,211
D,1545287896,1545293011,61,270
BW,1545284854,1545293262,26,-349
LGFJ,1545285505,1545293679,51,40
PWQM,1545285755,1545293832,14,746
KCO,1545294024,1545294166,52,-241
O,1545291913,1545294326,89,398
CB,1545289850,1545295034,93,-277
JO,1545289056,1545295925,7,322
UEXB,1545291415,1545296304,83,-527
W,1545294005,1545296959,10,96
GELT,1545292960,1545297008,84,817
QQR,1545287073,1545297018,23,-547
E,1545287544,1545297027,56,-252
A,1545289130,1545297926,15,-668
EKPZ,1545290950,1545298392,48,102
V,1545297382,1545299237,28,619
P,1545298695,1545300101,35,72
O,1545293628,1545300405,3,621
XPFX,1545296747,1545301302,83,450
GG,1545292418,1545301733,45,-167
J,1545301066,1545302508,93,427
XO,1545293533,1545302812,29,183
GI,1545296496,1545303636,42,-54
NLLU,1545298462,1545304504,3,-56
TY,1545296219,1545304725,34,644
IJHU,1545295663,1545304736,75,-521
LHTB,1545298340,1545305650,86,-723
OAG,1545304309,1545306370,63,679
QLJ,1545302862,1545306746,44,-789
O,1545306590,1545306928,37,308
ED,1545298654,1545307755,98,803
LJJO,1545300642,1545308680,12,551
Z,1545307312,1545309077,5,412
N,1545300665,1545309170,29,-10
Z,1545300096,1545309832,18,749
LRD,1545306533,1545310665,24,-395
SQ,1545306207,1545311642,10,593
CPB,1545304159,1545311646,96,378
T,1545311625,1545312562,85,-692
S,1545309374,1545312761,73,-371
SUHB,1545305588,1545313093,86,-393
IWE,1545306662,1545313946,11,524
TE,1545308767,1545314457,81,-959
VF,1545314515,1545315310,26,295
VEY,1545306769,1545315654,59,-115
W,1545315035,1545316223,3,348
E,1545309897,1545316717,92,754
J,1545310192,1545316943,79,-967
HQU,1545310810,1545317218,20,-854
NH,1545314723,1545317565,83,-107
BA,1545316828,1545317685,9,56
DUL,1545316562,1545318128,43,739
V,1545311851,1545318862,43,644
SEZ,1545313200,1545319691,93,197
EB,1545317006,1545319869,24,-114
Z,1545313685,1545320572,52,804
X,1545318007,1545320856,58,-344
G,1545315276,1545321264,39,592
BZG,1545318838,1545321334,92,611
JR,1545319833,1545321908,38,902
MM,1545319087,1545322606,24,931
M,1545314947,1545323439,64,-966
W,1545317836,1545324194,52,567
PJ,1545323440,1545324643,11,-995
LTSG,1545322300,1545324873,14,239
HSV,1545322170,1545325802,43,947
E,1545323186,1545326298,57,-619
YOPF,1545326735,1545327230,61,-679
MV,1545318198,1545327789,38,-162
JPY,1545320963,1545328223,14,759
UVN,1545327653,1545328677,38,-524
JWIG,1545326958,1545329118,61,109
R,1545325404,1545329588,66,-839
M,1545329367,1545330031,33,-209
RRTE,1545325380,1545330431,94,-967
QV,1545321874,1545330702,71,-207
TEF,1545328669,1545330905,55,908
VY,1545321936,1545331298,33,421
G,1545327673,1545332014,7,844
B,1545329221,1545332154,30,77
CML,1545328587,1545332521,74,772
VL,1545331888,1545333470,36,-831
B,1545329035,1545334028,22,155
K,1545325603,1545334274,71,197
MC,1545327427,1545334781,62,-103
IDTC,1545331302,1545335747,3,1
CUYI,1545330833,1545336725,18,233
UOW,1545332736,1545337534,66,-331
KT,1545331991,1545337769,25,4
W,1545335833,1545337986,48,774
YKXU,1545332442,1545338259,69,-896
O,1545331175,1545338891,30,219
ECZ,1545338031,1545339395,85,-857
OP,1545337149,1545340364,60,938
JSV,1545339110,1545341131,38,-869
XWRR,1545337170,1545342060,12,-879
WO,1545333192,1545342810,14,-536
RZGZ,1545334264,1545343206,13,-310
CRRH,1545341394,1545343243,6,363
VGH,1545336138,1545343342,18,-457
SJA,1545338103,1545344237,51,322
HZSQ,1545342259,1545344308,63,603
B,1545337932,1545344451,24,102
O,1545344976,1545344993,62,-334
UN,1545343106,1545345067,26,986
UTVI,1545344178,1545345649,69,-927
CXTX,1545342712,1545345858,84,282
QHLN,1545341511,1545345995,47,461
DXFA,1545343538,1545346186,33,-995
ATJ,1545337065,1545346571,50,558
MRSB,1545345716,1545346668,84,-124
N,1545343801,1545347367,52,-54
Z,1545343192,1545348291,59,300
FBR,1545341077,1545349119,59,-224
BI,1545343932,1545349213,89,331
GCSS,1545341299,1545350022,26,-680
B,1545344220,1545350653,91,101
XCR,1545346033,1545350766,41,-407
AJAH,1545342265,1545351546,1,621
VRBI,1545345504,1545352227,67,739
DL,1545349232,1545352808,12,-971
S,1545351372,1545353377,18,592
V,1545353179,1545354204,36,342
OE,1545348541,1545354485,5,192
FFW,1545350894,1545354840,30,850
F,1545349728,1545355006,9,846
ICCC,1545353157,1545355143,39,-689
NUA,1545350138,1545355416,90,-683
JM,1545353350,1545356329,61,524
LYJ,1545351329,1545357007,33,45
OPOM,1545350788,1545357094,8,701
L,1545356667,1545357280,19,-940
JSV,1545356154,1545357321,25,671
BXO,1545350767,1545357949,21,-99
F,1545351769,1545358702,88,-777
EEDR,1545350948,1545358759,53,-422
T,1545357371,1545359357,56,-77
EXIQ,1545358654,1545359864,53,14
BR,1545356703,1545360076,87,866
ED,1545360414,1545360872,78,-270
ZIHZ,1545358196,1545361831,87,15
MW,1545354746,1545362224,96,490
TTY,1545357357,1545362629,90,448
JUSF,1545357916,1545363471,79,924
X,1545362132,1545363978,70,-166
AHX,1545356167,1545364393,95,337
U,1545364372,1545364404,17,-435
BA,1545361437,1545364638,6,507
B,1545363846,1545365397,79,831
LBAL,1545361718,1545366082,15,-390
BC,1545363769,1545366323,81,-49
XX,1545360436,1545367098,46,411
E,1545359687,1545367669,30,-128
MAX,1545364486,1545368071,62,-244
IWTO,1545363570,1545368593,4,-34
I,1545364982,1545368945,78,579
OWYD,1545363164,1545369924,64,-863
PM,1545368802,1545370680,69,567
FPU,1545362658,1545371248,35,-78
VE,1545363630,1545372208,35,-329
AQ,1545364353,1545372534,77,824
TGZS,1545371087,1545373272,33,-311
TZHZ,1545364805,1545373650,67,177
CBC,1545373004,1545374545,23,-264
W,1545368105,1545374759,83,614
YW,1545373874,1545375422,57,150
PGC,1545375475,1545375916,45,129
CLT,1545367002,1545376077,73,982
G,1545368058,1545376614,35,274
LIL,1545375421,1545377297,76,-704
BS,1545371811,1545378103,98,23
BF,1545368929,1545378763,96,-825
RAMK,1545372917,1545379346,75,-650
Y,1545375295,1545379680,11,596
CXTX,1545376445,1545380667,24,-923
Z,1545377853,1545381026,20,230
LPJ,1545377542,1545381502,43,124
BNCI,1545381765,1545382367,93,108
XVYT,1545373081,1545382544,64,155
KQR,1545382454,1545383438,18,971
FS,1545382875,1545383683,96,994
CBA,1545380148,1545384067,94,-549
WXG,1545376551,1545384410,35,893
EZWN,1545382439,1545384597,20,624
HFM,1545379828,1545384871,55,336
WC,1545377130,1545384912,66,-413
G,1545383728,1545385172,21,516
EWZ,1545381215,1545385567,43,73
OZE,1545384887,1545386040,71,805
WQCR,1545380427,1545386431,70,280
VD,1545378076,1545387109,36,-601
YREE,1545382566,1545387849,29,-954
G,1545381131,1545388455,65,668
P,1545382914,1545388654,59,-897
OFLT,1545381550,1545389406,66,667
FM,1545381606,1545389565,65,764
ONS,1545389194,1545390005,2,471
